11627.440693430655, 121.40145985401462, 67
11583.531021897812, 123.32846715328468, 68
11561.336678832116, 127.18248175182481, 69
11462.340328467155, 133.9270072992701, 71
11374.201642335765, 141.63503649635032, 73
11231.33553832117, 149.8248175182482, 75
11033.662180656935, 159.45985401459853, 77
10704.479356751826, 172.22627737226276, 79
10408.408416970802, 181.37956204379563, 80
9586.678832116788, 198.48175182481754, 81
9148.5401459854, 206.1897810218978, 81
8250.627281021898, 218.7153284671533, 80.5
7779.9156021897825, 223.5328467153285, 80
