10534.928147810218, 106.4671532846715, 65
10512.733804744526, 110.32116788321164, 68
10446.889256386865, 112.97080291970802, 69
10380.685447080292, 119.95620437956201, 71
10270.711678832115, 127.18248175182484, 73
10127.92541058394, 134.40875912408757, 75
9908.476847627737, 142.83941605839416, 77
9601.308736313867, 153.9197080291971, 79
9338.170050182482, 161.62773722627742, 80
8724.512431569343, 175.59854014598542, 81
7957.969320255476, 186.67883211678833, 81
7147.7161268248165, 197.27737226277372, 80.5
6819.331660583943, 200.40875912408762, 80
6676.984489051096, 202.33576642335768, 79.5
