7562.842153284672, 71.2992700729927, 67
7551.6651459854, 74.1897810218978, 69
7474.823220802919, 77.56204379562043, 71
7397.861541970802, 82.37956204379563, 73
7277.149863138686, 87.1970802919708, 75
7134.503307481751, 92.73722627737227, 77
6948.046875, 99.00000000000001, 79
6663.033188868613, 106.70802919708028, 80
5830.4459397810215, 122.84671532846716, 81
5600.459055656934, 126.45985401459858, 81
4845.033074817517, 135.372262773722648, 80.5
4637.080862226278, 137.05839416058396, 80
4483.796190693431, 138.98540145985402, 79.5
