8535.541172445255, 80.2116788321168, 65
8458.539575729927, 85.51094890510947, 68
8403.652486313867, 87.91970802919705, 69
8315.693430656935, 93.45985401459853, 71
8216.796875, 99, 73
8063.132983576641, 105.50364963503651, 75
7865.659215328468, 112.7299270072993, 77
7580.565693430657, 121.40145985401459, 79
7339.441719890513, 127.42335766423358, 80
6791.688526459854, 138.02189781021897, 81
6200.345004562043, 146.69343065693434, 81
5510.62385948905, 154.64233576642337, 80.5
5280.736770072994, 157.05109489051097, 80
5094.659557481753, 158.73722627737232, 79.5
